ID,f1,f2t1,hq1,q1,q2,q3c1,q3c2,q3c3,q3c4,q3c5,q3c6,q3c7,q3c8,q3c9,q4c1,q4c2,q4c3,q4c4,q4c5,q5s1,q5s2,q5s3,q5s4,q6s1,q6s2,q6s3,q6s4,q7c1,q7c2,q7c3,q7c4,q7c5,q7c6,q7c7,q7c8,q7c9,q7c10,q7c11,q7c12,q7c13,q7c14,q7c15,q7c16,q7c17,q7c18,q7c19,q8c1,q8c2,q8c3,q8c4,q8c5,q8c6,q9s1c1,q9s1c2,q9s1c3,q9s1c4,q9s1c5,q9s1c6,q9s1c7,q9s1c8,q9s1c9,q9s1c10,q9s1c11,q9s1c12,q9s1c13,q9s1c14,q9s1c15,q9s1c16,q9s1c17,q9s1c18,q9s1c19,q9s2c1,q9s2c2,q9s2c3,q9s2c4,q9s2c5,q9s2c6,q9s2c7,q9s2c8,q9s2c9,q9s2c10,q9s2c11,q9s2c12,q9s2c13,q9s2c14,q9s2c15,q9s2c16,q9s2c17,q9s2c18,q9s2c19,q9s3c1,q9s3c2,q9s3c3,q9s3c4,q9s3c5,q9s3c6,q9s3c7,q9s3c8,q9s3c9,q9s3c10,q9s3c11,q9s3c12,q9s3c13,q9s3c14,q9s3c15,q9s3c16,q9s3c17,q9s3c18,q9s3c19,q9s4c1,q9s4c2,q9s4c3,q9s4c4,q9s4c5,q9s4c6,q9s4c7,q9s4c8,q9s4c9,q9s4c10,q9s4c11,q9s4c12,q9s4c13,q9s4c14,q9s4c15,q9s4c16,q9s4c17,q9s4c18,q9s4c19,q9s5c1,q9s5c2,q9s5c3,q9s5c4,q9s5c5,q9s5c6,q9s5c7,q9s5c8,q9s5c9,q9s5c10,q9s5c11,q9s5c12,q9s5c13,q9s5c14,q9s5c15,q9s5c16,q9s5c17,q9s5c18,q9s5c19,q10c1,q10c2,q10c3,q10c4,q10c5,q10c6,q11s1,q11s2,q11s3,q11s4,q11s5,q12c1,q12c2,q12c3,q12c4,q12c5,q12c6,q13,df_coefficient,da_coefficient,df_x_da,HML,hq1_HML
728,2,49,8,1,6,0,1,0,0,1,1,0,0,0,1,0,0,0,0,3,,,,1,,,,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,,7,6,11,,0,0,0,1,0,0,4,10,350,3500,M,8_M
729,2,47,8,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,4,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1000,24000,H,8_H
730,2,45,8,1,6,0,1,0,0,1,0,1,0,0,1,1,0,0,0,4,4,,,1,1,,,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,6,6,11,,,1,1,1,0,0,0,3,4,350,1400,L,8_L
731,2,47,8,1,5,0,1,0,0,0,1,0,0,0,1,1,0,0,0,3,2,,,1,1,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,6,9,9,6,7,1,1,1,1,1,0,3,10,350,3500,M,8_M
732,2,46,8,2,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,3,3,,,1,1,,,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,8,7,6,7,8,1,0,0,0,1,0,1,10,350,3500,M,8_M
733,2,43,8,1,6,0,1,0,1,1,0,0,0,0,1,1,0,0,0,3,3,,,1,1,,,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,8,9,8,,,1,0,0,0,0,0,1,10,350,3500,M,8_M
734,2,45,8,1,5,0,1,1,0,0,0,0,0,0,1,0,0,0,0,7,,,,1,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,10,8,,,,1,1,0,0,0,0,2,0.5,350,175,L,8_L
735,2,40,8,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,,,,1,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,8,5,7,4,8,0,0,0,0,0,1,,4,350,1400,L,8_L
736,2,47,8,2,3,0,0,0,0,0,0,1,1,0,1,1,0,0,0,3,4,,,1,1,,,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,0,8,7,9,8,8,1,0,1,0,0,0,3,10,350,3500,M,8_M
737,2,42,8,1,3,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,,,,3,,,,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,700,16800,H,8_H
738,2,48,8,1,6,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,,,,4,,,,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,8,,7,,7,0,0,0,0,0,1,,24,1000,24000,H,8_H
739,2,48,8,2,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,3,,,1,1,,,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,10,,3,9,3,1,0,0,0,0,0,1,18,350,6300,M,8_M
740,2,43,8,1,5,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,2,1,1,4,3,4,3,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,,9,,8,,0,0,0,1,0,0,4,24,1000,24000,H,8_H
741,2,42,8,1,5,0,1,1,0,0,0,0,0,0,1,1,0,0,0,6,7,,,2,1,,,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,6,6,,,,1,1,0,0,0,0,2,1,500,500,L,8_L
742,2,43,8,1,5,0,1,0,1,1,0,0,0,0,1,1,0,0,0,6,6,,,1,1,,,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,7,10,7,1,7,0,1,1,0,0,0,2,1,350,350,L,8_L
743,2,42,8,2,6,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,4,,,1,1,,,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,,,11,8,,0,0,1,0,0,0,3,18,350,6300,M,8_M
744,2,41,8,1,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,3,3,,,1,1,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,7,,,9,,0,0,0,1,0,0,4,10,350,3500,M,8_M
745,2,48,8,1,8,0,0,0,0,0,1,1,0,0,1,1,0,1,0,3,5,,7,2,1,,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,6,6,,,,0,0,0,0,0,1,,10,500,5000,M,8_M
746,2,43,8,1,6,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,3,7,,2,1,1,,0,0,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,8,9,7,7,6,0,1,0,0,0,0,2,24,500,12000,H,8_H
747,2,46,8,1,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,5,,,,2,,,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,500,1250,L,8_L
748,2,40,8,2,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,5,5,,,1,1,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,11,8,,,9,1,0,0,0,0,0,1,2.5,350,875,L,8_L
749,2,42,8,2,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,,,,4,,,,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,,,,11,0,0,0,0,1,0,5,24,1000,24000,H,8_H
750,2,46,8,1,5,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2,4,,,1,1,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,4,10,10,10,10,1,1,1,1,1,0,4,18,350,6300,M,8_M
751,2,42,8,2,6,0,0,0,0,0,0,1,1,0,1,1,0,0,0,3,3,,,2,2,,,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,9,,,,,1,0,0,0,0,0,1,10,500,5000,M,8_M
752,2,45,8,1,5,0,1,0,1,0,0,0,0,0,1,1,0,0,0,5,6,,,1,1,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,,10,,9,9,0,1,0,0,0,0,2,2.5,350,875,L,8_L
753,2,49,8,2,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,,,,1,,,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,3,,,,0,0,0,0,0,1,,18,350,6300,M,8_M
754,2,41,8,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,1,,,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,6,,,,0,0,0,0,0,1,,24,350,8400,M,8_M
755,2,42,8,1,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,4,,,,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,5,,,5,,0,0,0,0,0,1,,24,1000,24000,H,8_H
756,2,49,8,1,3,0,1,0,1,1,0,0,0,0,1,1,1,0,0,7,6,6,,1,1,1,,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,,,,,,,,,,,,0.5,350,175,L,8_L
757,2,45,8,2,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,5,5,,,1,1,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,7,0,0,0,0,1,0,5,2.5,350,875,L,8_L
758,2,42,8,1,5,0,1,0,0,1,0,0,0,0,1,1,0,0,0,3,3,,,2,4,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,11,,6,,,1,0,0,0,0,0,1,10,500,5000,M,8_M
759,2,45,8,1,5,0,1,0,0,1,0,0,0,0,1,1,0,1,0,4,4,,4,1,1,,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,8,8,7,7,8,1,1,1,1,0,0,1,4,350,1400,L,8_L
760,2,43,8,1,5,0,1,0,1,1,1,1,0,0,1,1,1,0,0,4,4,4,,1,1,1,,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,,7,,7,,0,1,0,1,0,0,4,4,350,1400,L,8_L
761,2,43,8,2,3,1,0,0,0,0,0,0,0,0,1,1,0,1,0,6,6,,6,1,1,,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,7,9,,,,0,1,0,0,0,0,2,1,350,350,L,8_L
762,2,47,8,1,5,0,1,0,0,0,0,0,0,0,1,1,0,0,0,3,3,,,1,1,,,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,6,8,6,6,7,0,1,0,0,0,0,2,10,350,3500,M,8_M
763,2,46,8,1,6,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,3,,,1,1,,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,9,7,8,8,8,1,0,0,0,1,0,5,24,350,8400,M,8_M
764,2,48,8,1,6,0,1,0,0,0,1,0,0,0,1,1,0,0,0,4,4,,,1,1,,,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,11,,,0,0,0,0,0,1,,4,350,1400,L,8_L
765,2,48,8,2,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,5,,,,1,,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,9,9,9,7,,1,1,1,1,0,0,2,2.5,350,875,L,8_L
766,2,42,8,1,6,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,,,7,7,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,6,,,,,1,0,0,0,0,0,1,24,2500,60000,H,8_H
767,2,43,8,2,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,3,,,3,2,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,,,,6,,0,0,0,1,0,0,4,24,700,16800,H,8_H
768,2,45,8,1,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,7,3,,,1,2,,,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,,,,0.5,350,175,L,8_L
